Timestamp,Location,pH,Turbidity (NTU),Temperature (°C),DO (mg/L),BOD (mg/L),Lead (mg/L),Mercury (mg/L),Arsenic (mg/L),Pollution_Level
2024-01-01 00:00:00,L4,8.762413988692643,14.468306067222304,16.4616312405403,6.2583350076116355,2.4785815894516836,0.002801342476688031,0.0019236067700863493,0.0187686418867748,2
2024-01-01 01:00:00,L5,7.477966142562231,1.9056445519741305,27.446865292344924,2.8261200710003873,8.048452878313274,0.019551019865659845,0.0006325608097312796,0.003708244761659842,2
2024-01-01 02:00:00,L3,7.938277883569123,1.8895061914225426,34.62355673524589,3.3801910155708965,2.102480757693903,0.01929062935731613,0.00020510863084077026,0.005054818467336004,2
2024-01-01 03:00:00,L5,8.728747834120535,0.7361152670803053,18.802152995674554,6.543794378528644,6.7141599323784655,0.0033582062617955022,0.0010583661604403227,0.00563773219103004,2
2024-01-01 04:00:00,L5,7.975335220096895,19.15177726683986,30.851902325767668,4.370860908106307,2.114614240352357,0.006058520183581822,0.00012362716610590097,0.0012374926627646886,2
2024-01-01 05:00:00,L2,6.033886650199914,14.881413009450636,33.157975875592385,9.506525829210528,1.6348207383366091,0.0020930844503846617,0.00022998090095407522,0.0028995164100113356,2
2024-01-01 06:00:00,L3,7.517009260583846,7.388402465790251,33.874031856404414,8.549921835872407,9.18486553317289,0.0055071802180737765,0.00044658488450053014,0.01973382349741116,2
2024-01-01 07:00:00,L3,7.6235026623399955,6.282443835109277,34.202712088108946,9.868537652109303,2.7111588968683513,0.016337520209362612,0.000934056997265462,0.006646726378857078,2
2024-01-01 08:00:00,L3,6.984457349558351,7.319212980044067,25.42919277442944,4.077366711603312,8.39125139103734,0.007628480582588664,0.0008721693552949655,0.002748371261611462,2
2024-01-01 09:00:00,L5,8.07755482468653,15.605743858033046,34.54615815983007,9.757789062383816,5.901677839964222,0.0018590996462204917,0.0016013868053855545,0.0025863295929051547,2
2024-01-01 10:00:00,L4,8.770284551691553,13.396726915873082,30.146204142688777,5.449870958332463,1.7007086764789263,0.006910287943100201,0.0014815545612293856,0.014529469369564452,2
2024-01-01 11:00:00,L3,8.739489795173718,4.111313573415625,18.233428724739237,4.780150362510037,9.599033722942607,0.019629528351401474,0.0008583734050414956,0.017164088948636497,2
2024-01-01 12:00:00,L5,7.077937799914462,3.8951320390146447,24.5380021293594,2.402796215754826,3.2226505029270327,0.012630703545658139,0.0006740713730755036,0.005510569840415163,2
2024-01-01 13:00:00,L2,5.896333160442643,2.4187151694112474,29.36662350744008,2.422122062876821,8.73680810817346,0.008381602833482538,0.0006397728802823822,0.0009077354905370819,2
2024-01-01 14:00:00,L4,8.946944196368172,13.375903034176094,19.946806316381668,7.5360900475732375,2.5192900520610775,0.003414116418595673,0.001550250223715078,0.004850255359684438,2
2024-01-01 15:00:00,L2,8.436143302560769,15.405266913323851,27.812303670977748,5.663431955472223,8.685485939276676,0.019724918265945527,0.00011362408838032679,0.001602055970536768,2
2024-01-01 16:00:00,L4,5.936319384211434,5.668405352337579,28.332009580932386,3.8121730082888456,1.1190593161476459,0.01643489528433626,3.551508252610559e-05,0.0025162012642858094,2
2024-01-01 17:00:00,L5,8.722946589160802,0.9084267401027999,18.25399487617132,6.911762450601861,5.606024109125326,0.005701398318773297,0.0015931333399340298,0.008914408337029027,2
2024-01-01 18:00:00,L1,8.54463726721745,2.102347515790333,26.301706249055126,4.022864946000889,7.924983214794011,0.0014943670448516703,0.0009595212882182082,0.004983408231801835,2
2024-01-01 19:00:00,L4,7.315933199941252,19.373270679478093,30.43253821957215,6.621054034755381,9.41315965743505,0.001226848591813405,0.0002704534657216162,0.010560944631245756,2
2024-01-01 20:00:00,L2,7.569464025107252,6.261173160809695,24.97791329071884,4.873669975861523,9.182819225858383,0.002495525175160123,0.0004787762098430575,0.005443128188515212,2
2024-01-01 21:00:00,L5,6.896509463545456,15.499851382843605,15.24206233552215,8.588417812894551,8.376623825928803,0.01165729481392699,0.0018656828666637913,0.01884047737150748,2
2024-01-01 22:00:00,L4,5.69166573587711,12.680939592658143,15.180769381585844,8.565569286134235,8.993722146951736,0.018582392081989297,0.001720410921493547,0.018165907374562158,2
2024-01-01 23:00:00,L1,6.673190345760653,7.94782297323147,22.140586879400246,5.818803184979211,2.7929771725336883,0.00998519421731909,0.0014224722499457053,0.011552719047704088,1
2024-01-02 00:00:00,L1,8.30998707009304,4.510901612813325,33.52388136863564,4.806552874680125,3.5576586614055588,0.016874615100878322,0.0009696282083712799,0.007411267843754031,2
2024-01-02 01:00:00,L3,5.51621208051611,2.867035154108425,19.573535592072176,4.900478372472756,3.6007167242895264,0.008973143735210175,0.0010454440161208577,0.007932364199677343,2
2024-01-02 02:00:00,L3,6.667247100919004,12.4927528767579,27.687273777433745,8.445716205345743,4.3934853790152895,0.014200812560779721,0.0019507366252150776,0.00853111952131769,2
